index,title,crate,raw_path_repr,normalized_path,reason,error
63,Dil Tote Tote Ho Gaya (Bichhoo),Indian%%DanceFloor,'Users/diora/Downloads/Dil Tote Tote Ho Gaya (Bichhoo).mp3',/Users/diora/Downloads/Dil Tote Tote Ho Gaya (Bichhoo).mp3,file_not_found,
66,Chura Ke Dil Mera - Main Khiladi Tu Anari 320 Kbps,Indian%%DanceFloor,'Users/diora/Downloads/Chura Ke Dil Mera - Main Khiladi Tu Anari 320 Kbps.mp3',/Users/diora/Downloads/Chura Ke Dil Mera - Main Khiladi Tu Anari 320 Kbps.mp3,file_not_found,
71,Husn Hai Suhana (Coolie No.1),Indian%%DanceFloor,'Users/diora/Downloads/Husn Hai Suhana (Coolie No.1).mp3',/Users/diora/Downloads/Husn Hai Suhana (Coolie No.1).mp3,file_not_found,
74,Dholna-Shubha-Mudgal-Sukhwindara-Singh,Indian%%DanceFloor,'Users/diora/Downloads/Dholna-Shubha-Mudgal-Sukhwindara-Singh.mp3',/Users/diora/Downloads/Dholna-Shubha-Mudgal-Sukhwindara-Singh.mp3,file_not_found,
91,05. Bhare Bazaar (Official Remix) DJ Shadow Dubai(RemixMaza.In),Indian%%DanceFloor,'Users/diora/Downloads/05. Bhare Bazaar (Official Remix) DJ Shadow Dubai(RemixMaza.In).mp3',/Users/diora/Downloads/05. Bhare Bazaar (Official Remix) DJ Shadow Dubai(RemixMaza.In).mp3,file_not_found,
93,Sawan Mein Lag Gayi Aag (Remix) - DJ Chirag Dubai,Indian%%DanceFloor,'Users/diora/Downloads/Sawan Mein Lag Gayi Aag (Remix) - DJ Chirag Dubai.mp3',/Users/diora/Downloads/Sawan Mein Lag Gayi Aag (Remix) - DJ Chirag Dubai.mp3,file_not_found,
95,Sweety Tera Drama - Official Extended Remix - DJ Notorious,Indian%%DanceFloor,'Users/diora/Downloads/Sweety Tera Drama - Official Extended Remix - DJ Notorious.mp3',/Users/diora/Downloads/Sweety Tera Drama - Official Extended Remix - DJ Notorious.mp3,file_not_found,
103,Salaam Namaste (Dhol Mix) (Salaam Namaste),Indian%%DanceFloor,'Users/diora/Downloads/Salaam Namaste (Dhol Mix) (Salaam Namaste).mp3',/Users/diora/Downloads/Salaam Namaste (Dhol Mix) (Salaam Namaste).mp3,file_not_found,
104,Suit (Guru Randhawa Ft. Arjun) - DJ Harsh Bhutani & DJ Vipul Khurana Remix,Indian%%DanceFloor,'Users/diora/Downloads/Suit (Guru Randhawa Ft. Arjun) - DJ Harsh Bhutani & DJ Vipul Khurana Remix.mp3',/Users/diora/Downloads/Suit (Guru Randhawa Ft. Arjun) - DJ Harsh Bhutani & DJ Vipul Khurana Remix.mp3,file_not_found,
105,Tera Rang Balle Balle Lyrical  Bobby Deol  Preity Zinta  Jaspinder Narula  Sonu Nigam  90s Hits,Indian%%DanceFloor,'Users/diora/Downloads/Tera Rang Balle Balle Lyrical  Bobby Deol  Preity Zinta  Jaspinder Narula  Sonu Nigam  90s Hits.mp3',/Users/diora/Downloads/Tera Rang Balle Balle Lyrical  Bobby Deol  Preity Zinta  Jaspinder Narula  Sonu Nigam  90s Hits.mp3,file_not_found,
106,Kar Gayi Chull (Bhangra Mix)  Sidharth  Alia  Fawad  Badshah  Amaal  Fazilpuria  Tesher,Indian%%DanceFloor,'Users/diora/Downloads/Kar Gayi Chull (Bhangra Mix)  Sidharth  Alia  Fawad  Badshah  Amaal  Fazilpuria  Tesher.mp3',/Users/diora/Downloads/Kar Gayi Chull (Bhangra Mix)  Sidharth  Alia  Fawad  Badshah  Amaal  Fazilpuria  Tesher.mp3,file_not_found,
115,Gal Mitthi Mitthi (Aisha),Indian%%DanceFloor,'Users/diora/Downloads/Gal Mitthi Mitthi (Aisha).mp3',/Users/diora/Downloads/Gal Mitthi Mitthi (Aisha).mp3,file_not_found,
120,Tamma Tamma Again (Remix) - DJ Shiva,Indian%%DanceFloor,'Users/diora/Downloads/Tamma Tamma Again (Remix) - DJ Shiva.mp3',/Users/diora/Downloads/Tamma Tamma Again (Remix) - DJ Shiva.mp3,file_not_found,
126,Ghungroo Song (DJ NYK Remix)  WAR  Arijit Singh  Shilpa Rao  Hrithik Roshan  Vaani Kapoor,Indian%%DanceFloor,'Users/diora/Downloads/Ghungroo Song (DJ NYK Remix)  WAR  Arijit Singh  Shilpa Rao  Hrithik Roshan  Vaani Kapoor.mp3',/Users/diora/Downloads/Ghungroo Song (DJ NYK Remix)  WAR  Arijit Singh  Shilpa Rao  Hrithik Roshan  Vaani Kapoor.mp3,file_not_found,
133,OFFICIAL Abhi Toh Party Shuru Hui Hai (REMIX) by DJ CHETAS  DJ NYK,Indian%%DanceFloor,'Users/diora/Downloads/OFFICIAL Abhi Toh Party Shuru Hui Hai (REMIX) by DJ CHETAS  DJ NYK.mp3',/Users/diora/Downloads/OFFICIAL Abhi Toh Party Shuru Hui Hai (REMIX) by DJ CHETAS  DJ NYK.mp3,file_not_found,
135,Kudiya Shehar Di (Poster Boys),Indian%%DanceFloor,'Users/diora/Downloads/Kudiya Shehar Di (Poster Boys).mp3',/Users/diora/Downloads/Kudiya Shehar Di (Poster Boys).mp3,file_not_found,
137,Ghagra (Remix) - DJ Chetas,Indian%%DanceFloor,'Users/diora/Downloads/Ghagra (Remix) - DJ Chetas.mp3',/Users/diora/Downloads/Ghagra (Remix) - DJ Chetas.mp3,file_not_found,
139,Desi Boyz - Subha Hone Na De (DJ Ravish  DJ Chico Club Mix),Indian%%DanceFloor,'Users/diora/Downloads/Desi Boyz - Subha Hone Na De (DJ Ravish  DJ Chico Club Mix).mp3',/Users/diora/Downloads/Desi Boyz - Subha Hone Na De (DJ Ravish  DJ Chico Club Mix).mp3,file_not_found,
140,DJ Ravish  DJ Chico - Badri Ki Dulhania (Club Mix),Indian%%DanceFloor,'Users/diora/Downloads/DJ Ravish  DJ Chico - Badri Ki Dulhania (Club Mix).mp3',/Users/diora/Downloads/DJ Ravish  DJ Chico - Badri Ki Dulhania (Club Mix).mp3,file_not_found,
144,Sajna Ji Vaari Vaari (Honey Travels Pvt. Ltd) - (amlijatt.in),Indian%%DanceFloor,'Users/diora/Downloads/Sajna Ji Vaari Vaari (Honey Travels Pvt. Ltd) - (amlijatt.in).mp3',/Users/diora/Downloads/Sajna Ji Vaari Vaari (Honey Travels Pvt. Ltd) - (amlijatt.in).mp3,file_not_found,
148,Say Na Say Na (Bluffmaster!),Indian%%DanceFloor,'Users/diora/Downloads/Say Na Say Na (Bluffmaster!).mp3',/Users/diora/Downloads/Say Na Say Na (Bluffmaster!).mp3,file_not_found,
151,06. K3G - You Are My Soniya (Club Mix) - DJ Ravish  DJ Chico,Indian%%DanceFloor,'Users/diora/Downloads/06. K3G - You Are My Soniya (Club Mix) - DJ Ravish  DJ Chico.mp3',/Users/diora/Downloads/06. K3G - You Are My Soniya (Club Mix) - DJ Ravish  DJ Chico.mp3,file_not_found,
152,04. Proper Patola (Remix) - DJ Chirag Dubai,Indian%%DanceFloor,'Users/diora/Downloads/04. Proper Patola (Remix) - DJ Chirag Dubai.mp3',/Users/diora/Downloads/04. Proper Patola (Remix) - DJ Chirag Dubai.mp3,file_not_found,
153,Khwaab Dekhe (Mombhatoon Mix) - DJ Shreya x DJ Sarfraz,Indian%%DanceFloor,'Users/diora/Downloads/Khwaab Dekhe (Mombhatoon Mix) - DJ Shreya x DJ Sarfraz.mp3',/Users/diora/Downloads/Khwaab Dekhe (Mombhatoon Mix) - DJ Shreya x DJ Sarfraz.mp3,file_not_found,
154,Saajan Teri Dulhan (Moombahton Remix) Dj Dalal London,Indian%%DanceFloor,'Users/diora/Downloads/Saajan Teri Dulhan (Moombahton Remix) Dj Dalal London.mp3',/Users/diora/Downloads/Saajan Teri Dulhan (Moombahton Remix) Dj Dalal London.mp3,file_not_found,
167,Hookah-Bar,Indian%%DanceFloor,'Users/diora/Downloads/Khiadi 786 Movie Mp3 Songs (2012)[SongsMp3.Com]/Hookah-Bar.mp3',/Users/diora/Downloads/Khiadi 786 Movie Mp3 Songs (2012)[SongsMp3.Com]/Hookah-Bar.mp3,file_not_found,
175,Sajna Ve Sajna - DJ RINK Remix (hearthis.at),Indian%%DanceFloor,'Users/diora/Downloads/Sajna Ve Sajna - DJ RINK Remix (hearthis.at).mp3',/Users/diora/Downloads/Sajna Ve Sajna - DJ RINK Remix (hearthis.at).mp3,file_not_found,
176,Babu-Ji-Zara-Dheere-Chalo (DjBewafa.Com),Indian%%DanceFloor,'Users/diora/Downloads/Babu-Ji-Zara-Dheere-Chalo (DjBewafa.Com).mp3',/Users/diora/Downloads/Babu-Ji-Zara-Dheere-Chalo (DjBewafa.Com).mp3,file_not_found,
178,05 - Desi Beat (Remix) (Title Track) (Bodyguard) (1),Indian%%DanceFloor,'Users/diora/Downloads/05 - Desi Beat (Remix) (Title Track) (Bodyguard) (1).mp3',/Users/diora/Downloads/05 - Desi Beat (Remix) (Title Track) (Bodyguard) (1).mp3,file_not_found,
179,DJ Karma - Angreji Mein Kehte Hain,Indian%%DanceFloor,'Users/diora/Downloads/DJ Karma - Angreji Mein Kehte Hain.wav',/Users/diora/Downloads/DJ Karma - Angreji Mein Kehte Hain.wav,file_not_found,
180,Club Karma - DJ Karma - 10 - Baat Banjaye,Indian%%DanceFloor,'Users/diora/Downloads/Club Karma - DJ Karma - 10 - Baat Banjaye.mp3',/Users/diora/Downloads/Club Karma - DJ Karma - 10 - Baat Banjaye.mp3,file_not_found,
181,Jhalak Dikhlaja (Remx) (Aksar),Indian%%DanceFloor,'Users/diora/Downloads/Jhalak Dikhlaja (Remx) (Aksar).mp3',/Users/diora/Downloads/Jhalak Dikhlaja (Remx) (Aksar).mp3,file_not_found,
185,Teri-Baaton-Me-Aisa-Uljha-Jiya_320(PaglaSongs),Indian%%DanceFloor,'Users/diora/Downloads/Teri-Baaton-Me-Aisa-Uljha-Jiya_320(PaglaSongs).mp3',/Users/diora/Downloads/Teri-Baaton-Me-Aisa-Uljha-Jiya_320(PaglaSongs).mp3,file_not_found,
187,Jee Karda Singh Is Kinng 320 Kbps,Indian%%DanceFloor,'Users/diora/Downloads/Jee Karda Singh Is Kinng 320 Kbps.mp3',/Users/diora/Downloads/Jee Karda Singh Is Kinng 320 Kbps.mp3,file_not_found,
188,01. Burj Khalifa (Club Mix) DJ Ravish X DJ Chico(RemixMaza.In) (1),Indian%%DanceFloor,'Users/diora/Downloads/01. Burj Khalifa (Club Mix) DJ Ravish X DJ Chico(RemixMaza.In) (1).mp3',/Users/diora/Downloads/01. Burj Khalifa (Club Mix) DJ Ravish X DJ Chico(RemixMaza.In) (1).mp3,file_not_found,
193,02. It's Rocking,Indian%%DanceFloor,"""Users/diora/Downloads/02. It's Rocking.mp3""",/Users/diora/Downloads/02. It's Rocking.mp3,file_not_found,
194,Kajra Re (Bunty Aur Babli),Indian%%DanceFloor,'Users/diora/Downloads/Kajra Re (Bunty Aur Babli).mp3',/Users/diora/Downloads/Kajra Re (Bunty Aur Babli).mp3,file_not_found,
196,"DJ Chetas Remix  Baby Ko Bass Pasand Hai  Sultan  Salman Khan, Anushka Sharma  Vishal  Shekhar",Indian%%DanceFloor,"'Users/diora/Downloads/DJ Chetas Remix  Baby Ko Bass Pasand Hai  Sultan  Salman Khan, Anushka Sharma  Vishal  Shekhar.mp3'","/Users/diora/Downloads/DJ Chetas Remix  Baby Ko Bass Pasand Hai  Sultan  Salman Khan, Anushka Sharma  Vishal  Shekhar.mp3",file_not_found,
198,Chura Ke Dil Mera (Hungama 2),Indian%%DanceFloor,'Users/diora/Downloads/Chura Ke Dil Mera (Hungama 2).mp3',/Users/diora/Downloads/Chura Ke Dil Mera (Hungama 2).mp3,file_not_found,
200,DJ Lucky - Mere Samne Wali Khidki (Remix),Indian%%DanceFloor,'Users/diora/Downloads/DJ Lucky - Mere Samne Wali Khidki (Remix).mp3',/Users/diora/Downloads/DJ Lucky - Mere Samne Wali Khidki (Remix).mp3,file_not_found,
201,Saat Samundar _ DJ Shadow Dubai Mashup_Full-HD.m4a,Indian%%DanceFloor,'Users/diora/Downloads/Saat Samundar _ DJ Shadow Dubai Mashup_Full-HD.m4a.mp3',/Users/diora/Downloads/Saat Samundar _ DJ Shadow Dubai Mashup_Full-HD.m4a.mp3,file_not_found,
202,DJ Lucky - Besharam (Remix) _ Promo,Indian%%DanceFloor,'Users/diora/Downloads/DJ Lucky - Besharam (Remix) _ Promo.mp3',/Users/diora/Downloads/DJ Lucky - Besharam (Remix) _ Promo.mp3,file_not_found,
204,Hookah-Bar-Remix,Indian%%DanceFloor,'Users/diora/Downloads/Khiadi 786 Movie Mp3 Songs (2012)[SongsMp3.Com]/Hookah-Bar-Remix.mp3',/Users/diora/Downloads/Khiadi 786 Movie Mp3 Songs (2012)[SongsMp3.Com]/Hookah-Bar-Remix.mp3,file_not_found,
205,Jhoom Barabar Jhoom (Remix) - DJ Oppozit,Indian%%DanceFloor,'Users/diora/Downloads/Jhoom Barabar Jhoom (Remix) - DJ Oppozit.mp3',/Users/diora/Downloads/Jhoom Barabar Jhoom (Remix) - DJ Oppozit.mp3,file_not_found,
220,DJ Chetas - Baby Doll vs Jungla (Mashup) (hearthis.at),Indian%%DanceFloor,'Users/diora/Downloads/DJ Chetas - Baby Doll vs Jungla (Mashup) (hearthis.at).mp3',/Users/diora/Downloads/DJ Chetas - Baby Doll vs Jungla (Mashup) (hearthis.at).mp3,file_not_found,
263,21 Savage - Bank Account (Official Audio),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/21 Savage - Bank Account (Official Audio).mp3',/Users/diora/Downloads/21 Savage - Bank Account (Official Audio).mp3,file_not_found,
264,DaBaby - Suge (audio),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/DaBaby - Suge (audio).mp3',/Users/diora/Downloads/DaBaby - Suge (audio).mp3,file_not_found,
265,Nonstop,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Nonstop.mp3',/Users/diora/Downloads/Nonstop.mp3,file_not_found,
266,ON ME X DROPTOP I Lil Baby X Ap Dhillon X Gurinder Gill I Tiktok Full Version,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/ON ME X DROPTOP I Lil Baby X Ap Dhillon X Gurinder Gill I Tiktok Full Version.mp3',/Users/diora/Downloads/ON ME X DROPTOP I Lil Baby X Ap Dhillon X Gurinder Gill I Tiktok Full Version.mp3,file_not_found,
267,Buy U a Drank (Shawty Snappin),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Buy U a Drank (Shawty Snappin).mp3',/Users/diora/Downloads/Buy U a Drank (Shawty Snappin).mp3,file_not_found,
268,Future - Where Ya At (Audio) ft. Drake,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Future - Where Ya At (Audio) ft. Drake.mp3',/Users/diora/Downloads/Future - Where Ya At (Audio) ft. Drake.mp3,file_not_found,
269,Drake - Fair Trade (Audio) ft. Travis Scott,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Drake - Fair Trade (Audio) ft. Travis Scott.mp3',/Users/diora/Downloads/Drake - Fair Trade (Audio) ft. Travis Scott.mp3,file_not_found,
270,Schedule,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Schedule.mp3',/Users/diora/Downloads/Schedule.mp3,file_not_found,
271,Lil Tjay - Mary Jane Ft. Pop Smoke,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Lil Tjay - Mary Jane Ft. Pop Smoke.mp3',/Users/diora/Downloads/Lil Tjay - Mary Jane Ft. Pop Smoke.mp3,file_not_found,
272,Trey Songz - 2 Reasons (Playmoor In Da Club Intro Edit),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Trey Songz - 2 Reasons (Playmoor In Da Club Intro Edit).mp3',/Users/diora/Downloads/Trey Songz - 2 Reasons (Playmoor In Da Club Intro Edit).mp3,file_not_found,
276,679 (feat. Remy Boyz),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/679 (feat. Remy Boyz).mp3',/Users/diora/Downloads/679 (feat. Remy Boyz).mp3,file_not_found,
277,Shubh Baller Remix - Lean Back @getsparxed,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Shubh Baller Remix - Lean Back @getsparxed.mp3',/Users/diora/Downloads/Shubh Baller Remix - Lean Back @getsparxed.mp3,file_not_found,
279,Woofer,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Woofer.mp3',/Users/diora/Downloads/Woofer.mp3,file_not_found,
280,Party,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Party.mp3',/Users/diora/Downloads/Party.mp3,file_not_found,
281,Yaar Bolda Remix,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Yaar Bolda Remix.mp3',/Users/diora/Downloads/Yaar Bolda Remix.mp3,file_not_found,
283,Make It Nasty,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Make It Nasty.mp3',/Users/diora/Downloads/Make It Nasty.mp3,file_not_found,
284,Taste x Zeze Aura edit,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Desktop/Band Baaja/DJ AURA/Taste x Zeze Aura edit Project/Taste x Zeze Aura edit.wav',/Users/diora/Desktop/Band Baaja/DJ AURA/Taste x Zeze Aura edit Project/Taste x Zeze Aura edit.wav,file_not_found,
286,Gangland Vs Mi Gente Mashup,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Gangland Vs Mi Gente Mashup.mp3',/Users/diora/Downloads/Gangland Vs Mi Gente Mashup.mp3,file_not_found,
287,Rack City,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Rack City.mp3',/Users/diora/Downloads/Rack City.mp3,file_not_found,
288,Ariana Grande - 34+35 (Onderkoffer Remix),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Ariana Grande - 34+35 (Onderkoffer Remix).mp3',/Users/diora/Downloads/Ariana Grande - 34+35 (Onderkoffer Remix).mp3,file_not_found,
290,Chandigarh Kare Aashiqui 2.0 - Chandigarh Kare Aashiqui 320 Kbps,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Chandigarh Kare Aashiqui 2.0 - Chandigarh Kare Aashiqui 320 Kbps.mp3',/Users/diora/Downloads/Chandigarh Kare Aashiqui 2.0 - Chandigarh Kare Aashiqui 320 Kbps.mp3,file_not_found,
291,Do The Most,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Do The Most.mp3',/Users/diora/Downloads/Do The Most.mp3,file_not_found,
293,Para Rum Pa - Zack Knight,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Para Rum Pa - Zack Knight.mp3',/Users/diora/Downloads/Para Rum Pa - Zack Knight.mp3,file_not_found,
294,Drake & 21 Savage - Circo Loco - DJcity Slam Intro (Intro - Dirty),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Drake & 21 Savage - Circo Loco - DJcity Slam Intro (Intro - Dirty).mp3',/Users/diora/Downloads/Drake & 21 Savage - Circo Loco - DJcity Slam Intro (Intro - Dirty).mp3,file_not_found,
295,Travis Porter ft Tyga - Ayy Ladies (DJ Grant Still Be Friends Edit)(Clean),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Travis Porter ft Tyga - Ayy Ladies (DJ Grant Still Be Friends Edit)(Clean).mp3',/Users/diora/Downloads/Travis Porter ft Tyga - Ayy Ladies (DJ Grant Still Be Friends Edit)(Clean).mp3,file_not_found,
296,Post Malone - Wow (DJ LOW x JACKA REFLIP) - 105 BPM - 12A,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Post Malone - Wow (DJ LOW x JACKA REFLIP) - 105 BPM - 12A.mp3',/Users/diora/Downloads/Post Malone - Wow (DJ LOW x JACKA REFLIP) - 105 BPM - 12A.mp3,file_not_found,
297,Saada Pyaar (Remix) - DJ Oppozit,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Saada Pyaar (Remix) - DJ Oppozit.mp3',/Users/diora/Downloads/Saada Pyaar (Remix) - DJ Oppozit.mp3,file_not_found,
298,Dance Meri Rani (Guru Randhawa),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Dance Meri Rani (Guru Randhawa).mp3',/Users/diora/Downloads/Dance Meri Rani (Guru Randhawa).mp3,file_not_found,
299,David Guetta Ft Nicki Minaj - Hey Mama (Jay Riet Edit),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/David Guetta Ft Nicki Minaj - Hey Mama (Jay Riet Edit).mp3',/Users/diora/Downloads/David Guetta Ft Nicki Minaj - Hey Mama (Jay Riet Edit).mp3,file_not_found,
301,Superhero (Heroes  Villains),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Superhero (Heroes  Villains).mp3',/Users/diora/Downloads/Superhero (Heroes  Villains).mp3,file_not_found,
303,Nainowale Kangna,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Nainowale Kangna.mp3',/Users/diora/Downloads/Nainowale Kangna.mp3,file_not_found,
304,"FEFE (feat. Nicki Minaj, Murda Beatz)",2023 Events%%TBN %%After Party%%Warmup,"'Users/diora/Downloads/FEFE (feat. Nicki Minaj, Murda Beatz).mp3'","/Users/diora/Downloads/FEFE (feat. Nicki Minaj, Murda Beatz).mp3",file_not_found,
305,Gangsta_320(PaglaSongs),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Gangsta_320(PaglaSongs).mp3',/Users/diora/Downloads/Gangsta_320(PaglaSongs).mp3,file_not_found,
306,family ties,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/family ties.mp3',/Users/diora/Downloads/family ties.mp3,file_not_found,
308,Pyaar Hota Kayi Baar Hai_320(PagalWorld.com.se),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Pyaar Hota Kayi Baar Hai_320(PagalWorld.com.se).mp3',/Users/diora/Downloads/Pyaar Hota Kayi Baar Hai_320(PagalWorld.com.se).mp3,file_not_found,
309,Megan Thee Stallion - Hot Girl Summer ft. Nicki Minaj  Ty Dolla ign,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Megan Thee Stallion - Hot Girl Summer ft. Nicki Minaj  Ty Dolla ign.mp3',/Users/diora/Downloads/Megan Thee Stallion - Hot Girl Summer ft. Nicki Minaj  Ty Dolla ign.mp3,file_not_found,
310,Ed Sheeran - South of the Border (feat. Camila Cabello & Cardi B)(Sean Westley & Art Winder Remix),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Ed Sheeran - South of the Border (feat. Camila Cabello & Cardi B)(Sean Westley & Art Winder Remix).mp3',/Users/diora/Downloads/Ed Sheeran - South of the Border (feat. Camila Cabello & Cardi B)(Sean Westley & Art Winder Remix).mp3,file_not_found,
311,Ozuna - Baila Baila Baila (Bruno Torres Remix),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Ozuna - Baila Baila Baila (Bruno Torres Remix).mp3',/Users/diora/Downloads/Ozuna - Baila Baila Baila (Bruno Torres Remix).mp3,file_not_found,
313,Sajna Ji Vaari Vaari (Honey Travels Pvt. Ltd) - (amlijatt.in),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Sajna Ji Vaari Vaari (Honey Travels Pvt. Ltd) - (amlijatt.in).mp3',/Users/diora/Downloads/Sajna Ji Vaari Vaari (Honey Travels Pvt. Ltd) - (amlijatt.in).mp3,file_not_found,
315,Nadiyon Paar (Roohi),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Nadiyon Paar (Roohi).mp3',/Users/diora/Downloads/Nadiyon Paar (Roohi).mp3,file_not_found,
318,Drake ft. 21 Savage - Jimmy Cooks (Official Audio),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Drake ft. 21 Savage - Jimmy Cooks (Official Audio).mp3',/Users/diora/Downloads/Drake ft. 21 Savage - Jimmy Cooks (Official Audio).mp3,file_not_found,
320,Ayo Jay - Your Number - DJ Julez Flavour Club Edit (Dirty),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Ayo Jay - Your Number - DJ Julez Flavour Club Edit (Dirty).mp3',/Users/diora/Downloads/Ayo Jay - Your Number - DJ Julez Flavour Club Edit (Dirty).mp3,file_not_found,
321,Sajna (Remix) - DJ Appy,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Sajna (Remix) - DJ Appy.mp3',/Users/diora/Downloads/Sajna (Remix) - DJ Appy.mp3,file_not_found,
323,"Lil Baby, Gunna - Drip Too Hard (DJ Scene Move Ya Body Edit) (Clean)",2023 Events%%TBN %%After Party%%Warmup,"'Users/diora/Downloads/Lil Baby, Gunna - Drip Too Hard (DJ Scene Move Ya Body Edit) (Clean).mp3'","/Users/diora/Downloads/Lil Baby, Gunna - Drip Too Hard (DJ Scene Move Ya Body Edit) (Clean).mp3",file_not_found,
324,Dont Wanna Go Home,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Dont Wanna Go Home.mp3',/Users/diora/Downloads/Dont Wanna Go Home.mp3,file_not_found,
325,Hold That Heat,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Hold That Heat.mp3',/Users/diora/Downloads/Hold That Heat.mp3,file_not_found,
326,Look At Me Now (Explicit),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Look At Me Now (Explicit).mp3',/Users/diora/Downloads/Look At Me Now (Explicit).mp3,file_not_found,
327,Drake & 21 Savage - Circo Loco (Intro - Dirty),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Drake & 21 Savage - Circo Loco (Intro - Dirty).mp3',/Users/diora/Downloads/Drake & 21 Savage - Circo Loco (Intro - Dirty).mp3,file_not_found,
329,Tyga Feat. Ozuna - Ayy Macarena (Da Phonk & Luis R Reggaeton Remix) [FREE DOWNLOAD],2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Tyga Feat. Ozuna - Ayy Macarena (Da Phonk & Luis R Reggaeton Remix) [FREE DOWNLOAD].mp3',/Users/diora/Downloads/Tyga Feat. Ozuna - Ayy Macarena (Da Phonk & Luis R Reggaeton Remix) [FREE DOWNLOAD].mp3,file_not_found,
330,Rihanna - Work (Ft.  Drake) (Jason Imanuel Dancehall Bootleg),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Rihanna - Work (Ft.  Drake) (Jason Imanuel Dancehall Bootleg).mp3',/Users/diora/Downloads/Rihanna - Work (Ft.  Drake) (Jason Imanuel Dancehall Bootleg).mp3,file_not_found,
331,Drake - Trophies (BADER REMIX),2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Drake - Trophies (BADER REMIX).mp3',/Users/diora/Downloads/Drake - Trophies (BADER REMIX).mp3,file_not_found,
332,"Daddy Yankee Ft. Becky G, Bad Bunny, Natti Natasha - Dura (Bruno Torres Remix)",2023 Events%%TBN %%After Party%%Warmup,"'Users/diora/Downloads/Daddy Yankee Ft. Becky G, Bad Bunny, Natti Natasha - Dura (Bruno Torres Remix).mp3'","/Users/diora/Downloads/Daddy Yankee Ft. Becky G, Bad Bunny, Natti Natasha - Dura (Bruno Torres Remix).mp3",file_not_found,
333,Gwen Stefani - Hollaback Girl (MATTIA Bootleg)__DJ CITY EXCLUSIVE__,2023 Events%%TBN %%After Party%%Warmup,'Users/diora/Downloads/Gwen Stefani - Hollaback Girl (MATTIA Bootleg)__DJ CITY EXCLUSIVE__.mp3',/Users/diora/Downloads/Gwen Stefani - Hollaback Girl (MATTIA Bootleg)__DJ CITY EXCLUSIVE__.mp3,file_not_found,
